x,y
267439,12
267451,18
267469,10
267479,2
267481,12
267493,4
267497,14
267511,6
267517,4
267521,2
267523,18
267541,10
267551,6
267557,12
267569,12
267581,6
267587,6
267593,8
267601,10
267611,2
267613,16
267629,8
267637,6
267643,4
267647,2
267649,12
267661,6
267667,4
267671,6
267677,2
267679,34
267713,6
267719,2
267721,6
267727,10
267737,2
267739,10
267749,14
267763,18
267781,10
267791,6
267797,6
267803,8
267811,18
267829,4
267833,24
267857,6
267863,14
267877,10
267887,6
267893,6
267899,2
267901,6
267907,6
267913,16
267929,12
267941,18
267959,2
267961,42
268003,10
268013,30
268043,6
268049,14
268063,6
268069,22
268091,32
268123,10
268133,20
268153,18
268171,18
268189,10
268199,8
268207,4
268211,26
268237,16
268253,14
268267,4
268271,12
268283,8
268291,6
268297,46
268343,60
268403,36
268439,20
268459,28
268487,6
268493,8
268501,6
268507,10
268517,2
268519,10
268529,2
268531,6
268537,10
268547,26
268573,34
268607,6
268613,24
268637,6
268643,18
268661,32
268693,28
268721,8
268729,4
268733,14
268747,10
268757,2
268759,12
268771,6
268777,4
268781,2
268783,6
268789,22
268811,2
268813,4
268817,2
268819,4
268823,18
268841,2
268843,18
268861,22
268883,14
268897,12
268909,4
268913,8
268921,6
268927,10
268937,32
268969,4
268973,6
268979,14
268993,4
268997,2
268999,24
269023,6
269029,10
269039,2
269041,16
269057,6
269063,6
269069,20
269089,28
269117,14
269131,10
269141,26
269167,10
269177,2
269179,4
269183,6
269189,12
269201,8
269209,10
269219,2
269221,10
269231,6
269237,14
269251,6
269257,24
269281,36
269317,10
269327,6
269333,8
269341,10
269351,26
269377,6
269383,4
269387,2
269389,4
269393,20
269413,6
269419,10
269429,2
269431,10
269441,20
269461,12
269473,40
269513,6
269519,8
269527,12
269539,4
269543,18
269561,12
269573,6
269579,18
269597,20
269617,6
269623,18
269641,10
269651,12
269663,20
269683,18
269701,12
269713,6
269719,4
269723,18
269741,8
269749,12
269761,18
269779,4
269783,8
269791,60
269851,28
269879,8
269887,4
269891,6
269897,26
269923,16
269939,8
269947,6
269953,28
269981,6
269987,14
270001,28
270029,2
270031,6
270037,22
270059,12
270071,2
270073,24
270097,24
270121,10
270131,2
270133,10
270143,14
270157,6
270163,4
270167,24
270191,18
270209,8
270217,6
270223,6
270229,10
270239,2
270241,28
270269,2
270271,16
270287,12
270299,8
270307,4
270311,12
270323,6
270329,8
270337,6
270343,28
270371,8
270379,28
270407,14
270421,16
270437,6
270443,8
270451,10
270461,2
270463,30
270493,16
270509,18
270527,12
270539,8
270547,4
270551,2
270553,10
270563,14
270577,6
270583,4
270587,6
270593,8
270601,18
270619,12
270631,22
270653,6
270659,8
270667,12
270679,10
270689,12
270701,8
270709,10
270719,18
270737,12
270749,12
270761,2
270763,28
270791,6
270797,2
270799,22
270821,12
270833,8
270841,18
270859,40
270899,14
270913,10
270923,8
270931,6
270937,16
270953,8
270961,6
270967,6
270973,30
271003,10
271013,8
271021,6
271027,16
271043,14
271057,10
271067,12
271079,18
271097,12
271109,18
271127,2
271129,34
271163,6
271169,8
271177,4
271181,30
271211,6
271217,14
271231,10
271241,12
271253,8
271261,12
271273,4
271277,2
271279,10
271289,44
271333,18
271351,6
271357,6
271363,4
271367,26
271393,16
271409,20
271429,22
271451,12
271463,8
271471,12
271483,6
271489,10
271499,2
271501,16
271517,32
271549,4
271553,18
271571,2
271573,24
271597,6
271603,16
271619,18
271637,2
271639,12
271651,6
271657,36
271693,10
271703,20
271723,6
271729,24
271753,16
271769,2
271771,16
271787,20
271807,4
271811,18
271829,12
271841,8
271849,4
271853,8
271861,6
271867,12
271879,18
271897,6
271903,16
271919,8
271927,12
271939,28
271967,2
271969,12
271981,22
272003,6
272009,2
272011,18
272029,10
272039,14
272053,6
272059,34
272093,38
272131,10
272141,30
272171,8
272179,4
272183,6
272189,2
272191,10
272201,2
272203,24
272227,4
272231,18
272249,8
272257,6
272263,4
272267,2
272269,18
272287,12
272299,18
272317,12
272329,4
272333,8
272341,6
272347,4
272351,2
272353,6
272359,10
272369,12
272381,2
272383,16
272399,8
272407,4
272411,6
272417,6
272423,26
272449,4
272453,24
272477,30
272507,26
272533,4
272537,2
272539,10
272549,14
272563,4
272567,14
272581,22
272603,18
272621,30
272651,8
272659,24
272683,10
272693,24
272717,2
272719,18
272737,22
272759,2
272761,10
272771,6
272777,30
272807,2
272809,4
272813,50
272863,16
272879,8
272887,16
272903,8
272911,6
272917,10
272927,6
272933,26
272959,12
272971,10
272981,2
272983,6
272989,10
272999,2
273001,28
273029,14
273043,4
273047,12
273059,2
273061,6
273067,6
273073,10
273083,24
273107,6
273113,14
273127,4
273131,18
273149,8
273157,24
273181,6
273187,6
273193,40
273233,20
273253,16
273269,2
273271,10
273281,2
273283,6
273289,22
273311,2
273313,10
273323,26
273349,10
273359,8
273367,66
273433,24
273457,16
273473,30
273503,14
273517,4
273521,6
273527,24
273551,18
273569,32
273601,12
273613,4
273617,12
273629,12
273641,2
273643,10
273653,44
273697,12
273709,10
273719,8
273727,12
273739,34
273773,14
273787,10
273797,6
273803,18
273821,6
273827,30
273857,24
273881,18
273899,2
273901,12
273913,6
273919,10
273929,12
273941,2
273943,24
273967,4
273971,8
273979,18
273997,10
274007,12
274019,14
274033,28
274061,8
274069,12
274081,12
274093,10
274103,14
274117,4
274121,2
274123,16
274139,8
274147,16
274163,8
274171,6
274177,10
274187,12
274199,2
274201,12
274213,10
274223,14
274237,6
274243,16
274259,12
274271,6
274277,6
274283,18
274301,32
274333,16
274349,8
274357,4
274361,42
274403,20
274423,18
274441,10
274451,2
274453,4
274457,14
274471,18
274489,28
274517,12
274529,50
274579,4
274583,8
274591,18
274609,18
274627,34
274661,6
274667,12
274679,14
274693,4
274697,12
274709,2
274711,12
274723,16
274739,12
274751,26
274777,6
274783,4
274787,24
274811,6
274817,12
274829,2
274831,6
274837,6
274843,4
274847,6
274853,8
274861,6
274867,4
274871,18
274889,20
274909,22
274931,12
274943,8
274951,6
274957,4
274961,12
274973,20
274993,10
275003,24
275027,12
275039,8
275047,6
275053,6
275059,24
275083,4
275087,42
275129,2
275131,16
275147,6
275153,6
275159,2
275161,6
275167,16
275183,18
275201,6
275207,20
275227,24
275251,12
275263,6
275269,30
275299,10
275309,12
275321,2
275323,16
275339,18
275357,14
275371,18
275389,4
275393,6
275399,20
275419,4
275423,24
275447,2
275449,4
275453,6
275459,2
275461,28
275489,2
275491,12
275503,18
275521,10
275531,12
275543,6
275549,24
275573,6
275579,2
275581,10
275591,2
275593,6
275599,24
275623,18
275641,10
275651,6
275657,12
275669,8
275677,22
275699,12
275711,8
275719,10
275729,12
275741,26
275767,6
275773,10
275783,30
275813,14
275827,10
275837,44
275881,16
275897,14
275911,6
275917,4
275921,2
275923,6
275929,10
275939,2
275941,22
275963,6
275969,12
275981,6
275987,12
275999,8
276007,4
276011,8
276019,18
276037,4
276041,2
276043,4
276047,2
276049,30
276079,4
276083,8
276091,22
276113,24
276137,14
276151,22
276173,8
276181,6
276187,4
276191,18
276209,20
276229,10
276239,8
276247,4
276251,6
276257,20
276277,16
276293,26
276319,4
276323,14
276337,6
276343,4
276347,12
276359,12
276371,2
276373,16
276389,12
276401,38
276439,4
276443,6
276449,12
276461,6
276467,20
276487,12
276499,4
276503,14
276517,10
276527,26
276553,4
276557,24
276581,6
276587,2
276589,4
276593,6
276599,24
276623,6
276629,8
276637,34
276671,2
276673,34
276707,14
276721,18
276739,24
276763,4
276767,12
276779,2
276781,36
276817,4
276821,2
276823,4
276827,6
276833,6
276839,8
276847,22
276869,14
276883,18
276901,6
276907,10
276917,2
276919,10
276929,20
276949,4
276953,8
276961,16
276977,26
277003,4
277007,14
277021,30
277051,12
277063,10
277073,14
277087,10
277097,2
277099,58
277157,6
277163,6
277169,8
277177,6
277183,30
277213,4
277217,6
277223,8
277231,16
277247,12
277259,2
277261,12
277273,6
277279,18
277297,4
277301,8
277309,22
277331,32
277363,10
277373,38
277411,10
277421,6
277427,2
277429,54
277483,10
277493,6
277499,14
277513,18
277531,16
277547,2
277549,18
277567,10
277577,2
277579,18
277597,4
277601,2
277603,34
277637,2
277639,4
277643,14
277657,6
277663,24
277687,4
277691,12
277703,38
277741,6
277747,4
277751,6
277757,30
277787,2
277789,4
277793,20
277813,16
277829,18
277847,12
277859,24
277883,6
277889,2
277891,6
277897,6
277903,16
277919,42
277961,32
277993,6
277999,18
278017,12
278029,12
278041,10
278051,12
278063,8
278071,16
278087,24
278111,8
278119,4
278123,20
278143,4
278147,2
278149,28
278177,14
278191,16
278207,2
278209,10
278219,8
278227,6
278233,4
278237,24
278261,8
278269,10
278279,42
278321,8
278329,18
278347,6
278353,10
278363,24
278387,6
278393,20
278413,24
278437,22
278459,20
278479,10
278489,2
278491,6
278497,4
278501,2
278503,40
278543,6
278549,8
278557,4
278561,2
278563,18
278581,10
278591,18
278609,2
278611,6
278617,6
278623,4
278627,12
278639,12
278651,20
278671,16
278687,2
278689,12
278701,16
278717,24
278741,2
278743,10
278753,14
278767,34
278801,6
278807,2
278809,4
278813,6
278819,8
278827,16
278843,6
278849,18
278867,12
278879,2
278881,10
278891,12
278903,6
278909,2
278911,6
278917,30
278947,34
278981,20
279001,6
279007,16
279023,6
279029,18
279047,26
279073,36
279109,10
279119,2
279121,6
279127,4
279131,6
279137,6
279143,30
279173,6
279179,8
279187,16
279203,8
279211,10
279221,48
279269,42
279311,6
279317,12
279329,8
279337,16
279353,44
279397,10
279407,6
279413,8
279421,10
279431,12
279443,8
279451,28
279479,2
279481,30
279511,12
279523,18
279541,10
279551,2
279553,4
279557,14
279571,6
279577,6
279583,10
279593,14
279607,6
279613,6
279619,18
279637,4
279641,8
279649,10
279659,20
279679,10
279689,18
279707,2
279709,22
279731,20
279751,10
279761,6
279767,12
279779,38
279817,6
279823,24
279847,10
279857,6
279863,20
279883,30
279913,6
279919,22
279941,8
279949,18
279967,10
279977,14
279991,10
280001,8
280009,4
280013,18
280031,6
280037,24
280061,8
280069,28
280097,2
280099,4
280103,18
280121,8
280129,10
280139,44
280183,4
280187,12
280199,8
280207,12
280219,4
280223,6
280229,14
280243,6
280249,4
280253,24
280277,20
280297,6
280303,18
280321,6
280327,10
280337,2
280339,12
280351,22
280373,36
280409,2
280411,40
280451,12
280463,24
280487,12
280499,8
280507,6
280513,24
280537,4
280541,6
280547,2
280549,12
280561,22
280583,6
280589,2
280591,6
280597,6
280603,4
280607,6
280613,14
280627,12
280639,34
280673,8
280681,16
280697,2
280699,4
280703,8
280711,6
280717,12
280729,22
280751,8
280759,10
280769,2
280771,40
280811,6
280817,20
280837,6
280843,16
280859,12
280871,8
280879,4
280883,14
280897,12
280909,4
280913,8
280921,6
280927,6
280933,6
280939,10
280949,8
280957,6
280963,4
280967,12
280979,18
280997,26
281023,10
281033,20
281053,10
281063,6
281069,12
281081,36
281117,14
281131,22
281153,6
281159,8
281167,22
281189,2
281191,16
281207,20
281227,6
281233,10
281243,6
281249,2
281251,22
281273,6
281279,12
281291,6
281297,20
281317,4
281321,6
281327,12
281339,14
281353,4
281357,6
281363,18
281381,38
281419,4
281423,6
281429,2
281431,78
281509,18
281527,4
281531,8
281539,10
281549,2
281551,6
281557,6
281563,16
281579,2
281581,28
281609,12
281621,2
281623,4
281627,14
281641,6
281647,4
281651,2
281653,10
281663,6
281669,14
281683,34
281717,2
281719,18
281737,10
281747,14
281761,6
281767,10
281777,6
281783,8
281791,6
281797,6
281803,4
281807,26
281833,4
281837,2
281839,10
281849,8
281857,10
281867,20
281887,6
281893,28
281921,2
281923,4
281927,6
281933,14
281947,12
281959,12
281971,18
281989,4
281993,8
282001,10
282011,8
282019,34
282053,6
282059,12
282071,18
282089,2
282091,6
282097,4
282101,2
282103,24
282127,16
282143,14
282157,10
282167,54
282221,8
282229,10
282239,2
282241,12
282253,28
282281,6
282287,12
282299,8
282307,4
282311,2
282313,36
282349,28
282377,6
282383,6
282389,2
282391,16
282407,2
282409,4
282413,14
282427,12
282439,22
282461,20
282481,6
282487,6
282493,66
282559,4
282563,8
282571,6
282577,12
282589,10
282599,18
282617,44
282661,10
282671,6
282677,2
282679,4
282683,8
282691,6
282697,6
282703,4
282707,6
282713,54
282767,2
282769,4
282773,24
282797,12
282809,18
282827,6
282833,14
282847,4
282851,18
282869,12
282881,8
282889,18
282907,4
282911,2
282913,4
282917,42
282959,14
282973,4
282977,14
282991,10
283001,6
283007,2
283009,18
283027,24
283051,28
283079,14
283093,4
283097,2
283099,12
283111,6
283117,4
283121,12
283133,6
283139,20
283159,4
283163,18
283181,2
283183,10
283193,14
283207,4
283211,56
283267,10
283277,12
283289,14
283303,66
283369,28
283397,6
283403,8
283411,36
283447,16
283463,24
283487,2
283489,12
283501,10
283511,8
283519,22
283541,12
283553,18
283571,2
283573,6
283579,4
283583,18
283601,6
283607,2
283609,22
283631,6
283637,2
283639,30
283669,18
283687,10
283697,24
283721,20
283741,22
283763,6
283769,2
283771,22
283793,6
283799,8
283807,6
283813,4
283817,14
283831,6
283837,22
283859,2
283861,12
283873,36
283909,28
283937,12
283949,8
283957,4
283961,18
283979,24
284003,20
284023,18
284041,10
284051,6
284057,2
284059,24
284083,10
284093,18
284111,6
284117,12
284129,2
284131,18
284149,4
284153,6
284159,2
284161,12
284173,18
284191,10
284201,26
284227,4
284231,2
284233,4
284237,6
284243,18
284261,6
284267,2
284269,24
284293,18
284311,30
284341,16
284357,12
284369,8
284377,10
284387,20
284407,6
284413,10
284423,6
284429,18
284447,20
284467,10
284477,6
284483,6
284489,18
284507,2
284509,12
284521,6
284527,12
284539,12
284551,10
284561,12
284573,14
284587,4
284591,2
284593,30
284623,10
284633,18
284651,6
284657,2
284659,22
284681,8
284689,12
284701,6
284707,16
284723,6
284729,2
284731,6
284737,4
284741,2
284743,4
284747,2
284749,10
284759,18
284777,6
284783,20
284803,4
284807,6
284813,6
284819,12
284831,2
284833,6
284839,18
284857,24
284881,16
284897,2
284899,18
284917,10
284927,30
284957,12
284969,20
284989,18
285007,16
285023,8
285031,18
285049,22
285071,8
285079,12
285091,10
285101,12
285113,6
285119,2
285121,18
285139,12
285151,10
285161,18
285179,12
285191,8
285199,22
285221,6
285227,24
285251,30
285281,2
285283,4
285287,2
285289,12
285301,16
285317,26
285343,34
285377,44
285421,12
285433,18
285451,6
285457,6
285463,6
285469,4
285473,24
285497,20
285517,4
285521,12
285533,6
285539,14
285553,4
285557,2
285559,10
285569,30
285599,12
285611,2
285613,16
285629,2
285631,10
285641,2
285643,18
285661,6
285667,6
285673,24
285697,10
285707,2
285709,12
285721,10
285731,18
285749,8
285757,6
285763,4
285767,6
285773,8
285781,42
285823,4
285827,12
285839,2
285841,30
285871,66
285937,12
285949,4
285953,24
285977,2
285979,4
285983,14
285997,4
286001,8
286009,10
286019,24
286043,6
286049,12
286061,2
286063,10
286073,30
286103,26
286129,34
286163,8
286171,28
286199,44
286243,6
286249,40
286289,12
286301,32
286333,34
286367,2
286369,12
286381,12
286393,4
286397,14
286411,10
286421,6
286427,26
286453,4
286457,2
286459,10
286469,8
286477,6
286483,4
286487,6
286493,6
286499,14
286513,6
286519,22
286541,2
286543,4
286547,6
286553,36
286589,2
286591,18
286609,4
286613,6
286619,14
286633,18
286651,22
286673,14
286687,10
286697,6
286703,8
286711,10
286721,12
286733,18
286751,2
286753,10
286763,8
286771,6
286777,12
286789,12
286801,12
286813,18
286831,28
286859,14
286873,54
286927,46
286973,8
286981,6
286987,12
286999,4
287003,44
287047,10
287057,2
287059,28
287087,6
287093,6
287099,8
287107,10
287117,20
287137,4
287141,8
287149,10
287159,8
287167,6
287173,6
287179,12
287191,28
287219,14
287233,4
287237,2
287239,12
287251,6
287257,12
287269,10
287279,2
287281,10
287291,6
287297,24
287321,6
287327,6
287333,8
287341,6
287347,36
287383,4
287387,6
287393,44
287437,12
287449,42
287491,10
287501,2
287503,34
287537,12
287549,8
287557,22
287579,18
287597,14
287611,18
287629,40
287669,2
287671,10
287681,8
287689,12
287701,30
287731,16
287747,36
287783,6
287789,12
287801,12
287813,8
287821,28
287849,2
287851,6
287857,6
287863,4
287867,6
287873,14
287887,34
287921,12
287933,6
287939,38
287977,30
288007,16
288023,26
288049,4
288053,8
288061,16
288077,12
288089,20
288109,28
288137,42
288179,2
288181,10
288191,8
288199,4
288203,6
288209,18
288227,14
288241,6
288247,10
288257,26
288283,10
288293,14
288307,6
288313,4
288317,32
288349,10
288359,2
288361,22
288383,6
288389,14
288403,10
288413,14
288427,6
288433,28
288461,6
288467,14
288481,12
288493,6
288499,28
288527,2
288529,10
288539,12
288551,8
288559,12
288571,6
288577,6
288583,64
288647,2
288649,4
288653,8
288661,18
288679,4
288683,6
288689,8
288697,34
288731,2
288733,18
288751,16
288767,6
288773,30
288803,14
288817,6
288823,10
288833,6
288839,12
288851,2
288853,24
288877,30
288907,6
288913,16
288929,2
288931,16
288947,26
288973,6
288979,10
288989,2
288991,6
288997,4
289001,18
289019,2
289021,10
289031,2
289033,6
289039,10
289049,14
289063,4
289067,32
289099,4
289103,6
289109,2
289111,16
289127,2
289129,10
289139,2
289141,10
289151,18
289169,2
289171,10
289181,8
289189,4
289193,20
289213,28
289241,2
289243,6
289249,4
289253,20
289273,10
289283,8
289291,6
289297,12
289309,10
289319,24
289343,6
289349,12
289361,8
289369,12
289381,16
289397,20
289417,6
289423,16
289439,14
289453,10
289463,6
289469,8
289477,12
289489,22
289511,32
289543,16
289559,14
289573,4
289577,12
289589,14
289603,4
289607,30
289637,6
289643,14
289657,12
289669,48
289717,4
289721,6
289727,6
289733,8
289741,18
289759,4
289763,8
289771,18
289789,48
289837,4
289841,2
289843,4
289847,6
289853,6
289859,12
289871,18
289889,8
289897,40
289937,14
289951,6
289957,10
289967,6
289973,14
289987,12
289999,12
290011,10
290021,2
290023,4
290027,6
290033,6
290039,2
290041,6
290047,10
290057,26
290083,24
290107,6
290113,6
290119,18
290137,4
290141,20
290161,22
290183,6
290189,12
290201,8
290209,10
290219,14
290233,10
290243,6
290249,68
290317,10
290327,20
290347,4
290351,8
290359,10
290369,14
290383,10
290393,6
290399,20
290419,10
290429,12
290441,2
290443,4
290447,24
290471,2
290473,16
290489,8
290497,12
290509,18
290527,4
290531,2
290533,6
290539,18
290557,36
290593,4
290597,14
290611,6
290617,4
290621,2
290623,4
290627,30
290657,2
290659,4
290663,6
290669,2
290671,6
290677,24
290701,6
290707,4
290711,26
290737,24
290761,6
290767,24
290791,12
290803,18
290821,6
290827,10
290837,2
290839,22
290861,8
290869,10
290879,18
290897,26
290923,36
290959,4
290963,8
290971,16
290987,6
290993,6
290999,8
291007,6
291013,24
291037,4
291041,2
291043,34
291077,12
291089,12
291101,2
291103,4
291107,6
291113,30
291143,24
291167,2
291169,4
291173,18
291191,8
291199,10
291209,8
291217,36
291253,4
291257,14
291271,16
291287,6
291293,6
291299,32
291331,6
291337,12
291349,10
291359,8
291367,4
291371,2
291373,4
291377,42
291419,18
291437,2
291439,4
291443,14
291457,24
291481,10
291491,12
291503,6
291509,12
291521,18
291539,8
291547,12
291559,4
291563,6
291569,50
291619,28
291647,2
291649,12
291661,16
291677,12
291689,2
291691,10
291701,20
291721,6
291727,16
291743,8
291751,28
291779,12
291791,26
291817,12
291829,4
291833,20
291853,4
291857,12
291869,8
291877,10
291887,12
291899,2
291901,22
291923,48
291971,8
291979,4
291983,14
291997,24
292021,6
292027,10
292037,20
292057,12
292069,10
292079,2
292081,10
292091,2
292093,40
292133,8
292141,6
292147,10
292157,24
292181,2
292183,40
292223,8
292231,10
292241,8
292249,18
292267,16
292283,18
292301,8
292309,10
292319,24
292343,8
292351,12
292363,4
292367,14
292381,12
292393,34
292427,14
292441,18
292459,10
292469,2
292471,6
292477,6
292483,6
292489,4
292493,24
292517,14
292531,10
292541,8
292549,12
292561,12
292573,4
292577,24
292601,26
292627,4
292631,30
292661,6
292667,6
292673,6
292679,14
292693,10
292703,6
292709,2
292711,6
292717,10
292727,26
292753,6
292759,18
292777,16
292793,8
292801,6
292807,12
292819,18
292837,4
292841,8
292849,18
292867,12
292879,30
292909,12
292921,12
292933,36
292969,4
292973,6
292979,14
292993,28
293021,50
293071,10
293081,6
293087,6
293093,6
293099,8
293107,16
293123,6
293129,18
293147,2
293149,24
293173,4
293177,2
293179,22
293201,6
293207,6
293213,8
293221,36
293257,4
293261,2
293263,6
293269,42
293311,18
293329,10
293339,12
293351,6
293357,42
293399,14
293413,18
293431,10
293441,12
293453,6
293459,8
293467,6
293473,10
293483,24
293507,36
293543,56
293599,4
293603,14
293617,4
293621,12
293633,6
293639,12
293651,8
293659,18
293677,4
293681,20
293701,16
293717,6
293723,6
293729,20
293749,18
293767,6
293773,18
293791,12
293803,24
293827,4
293831,30
293861,2
293863,30
293893,6
293899,42
293941,16
293957,26
293983,6
293989,10
293999,2
294001,12
294013,10
294023,6
294029,14
294043,10
294053,6
294059,8
294067,36
294103,24
294127,4
294131,18
294149,8
294157,10
294167,2
294169,10
294179,2
294181,18
294199,12
294211,12
294223,4
294227,14
294241,6
294247,4
294251,18
294269,8
294277,12
294289,4
294293,18
294311,2
294313,4
294317,2
294319,18
294337,4
294341,6
294347,6
294353,30
294383,8
294391,6
294397,6
294403,28
294431,8
294439,22
294461,6
294467,12
294479,20
294499,10
294509,14
294523,6
294529,22
294551,12
294563,66
294629,12
294641,6
294647,2
294649,10
294659,14
294673,30
294703,28
294731,20
294751,6
294757,4
294761,12
294773,8
294781,6
294787,6
294793,6
294799,4
294803,6
294809,12
294821,8
294829,30
294859,10
294869,18
294887,6
294893,18
294911,8
294919,4
294923,24
294947,2
294949,4
294953,26
294979,10
294989,2
294991,6
294997,10
295007,26
295033,4
295037,2
295039,10
295049,24
295073,6
295079,2
295081,30
295111,12
295123,6
295129,24
295153,34
295187,12
295199,2
295201,18
295219,18
295237,10
295247,12
295259,12
295271,6
295277,6
295283,8
295291,22
295313,6
295319,14
295333,24
295357,6
295363,24
295387,24
295411,6
295417,12
295429,4
295433,6
295439,2
295441,18
295459,54
295513,4
295517,24
295541,12
295553,14
295567,4
295571,20
295591,10
295601,62
295663,30
295693,6
295699,4
295703,24
295727,24
295751,8
295759,10
295769,8
295777,10
295787,32
295819,12
295831,6
295837,6
295843,4
295847,6
295853,8
295861,10
295871,2
295873,4
295877,2
295879,22
295901,2
295903,6
295909,28
295937,6
295943,6
295949,2
295951,10
295961,12
295973,20
295993,18
296011,6
296017,10
296027,14
296041,6
296047,24
296071,12
296083,16
296099,18
296117,12
296129,8
296137,22
296159,24
296183,18
296201,12
296213,8
296221,16
296237,6
296243,6
296249,2
296251,18
296269,4
296273,6
296279,8
296287,12
296299,48
296347,6
296353,10
296363,6
296369,8
296377,60
296437,4
296441,32
296473,4
296477,2
296479,10
296489,14
296503,4
296507,2
296509,10
296519,32
296551,6
296557,4
296561,2
296563,16
296579,2
296581,6
296587,4
296591,36
296627,24
296651,12
296663,6
296669,14
296683,4
296687,6
296693,20
296713,6
296719,10
296729,2
296731,10
296741,8
296749,4
296753,14
296767,4
296771,2
296773,24
296797,4
296801,18
296819,8
296827,4
296831,2
296833,10
296843,66
296909,2
296911,10
296921,8
296929,12
296941,28
296969,2
296971,10
296981,2
296983,4
296987,32
297019,4
297023,26
297049,12
297061,6
297067,12
297079,4
297083,14
297097,16
297113,20
297133,18
297151,10
297161,8
297169,22
297191,42
297233,14
297247,4
297251,6
297257,6
297263,26
297289,28
297317,42
297359,12
297371,6
297377,14
297391,6
297397,6
297403,18
297421,18
297439,18
297457,10
297467,2
297469,12
297481,6
297487,16
297503,6
297509,14
297523,10
297533,48
297581,8
297589,12
297601,6
297607,6
297613,4
297617,6
297623,6
297629,12
297641,18
297659,24
297683,8
297691,16
297707,12
297719,8
297727,30
297757,22
297779,14
297793,4
297797,12
297809,2
297811,22
297833,8
297841,12
297853,28
297881,8
297889,4
297893,14
297907,4
297911,20
297931,22
297953,14
297967,4
297971,18
297989,2
297991,22
298013,8
298021,10
298031,12
298043,6
298049,14
298063,24
298087,6
298093,6
298099,54
298153,4
298157,2
298159,10
298169,2
298171,16
298187,14
298201,10
298211,2
298213,10
298223,14
298237,10
298247,14
298261,22
298283,20
298303,4
298307,20
298327,12
298339,4
298343,6
298349,20
298369,4
298373,26
298399,10
298409,2
298411,16
298427,24
298451,26
298477,6
298483,30
298513,46
298559,20
298579,4
298583,6
298589,12
298601,6
298607,14
298621,10
298631,20
298651,16
298667,12
298679,2
298681,6
298687,4
298691,2
298693,16
298709,14
298723,10
298733,24
298757,2
298759,18
298777,22
298799,2
298801,16
298817,2
298819,22
298841,6
298847,6
298853,8
298861,36
298897,40
298937,6
298943,50
298993,6
298999,12
299011,6
299017,10
299027,2
299029,24
299053,6
299059,4
299063,24
299087,12
299099,8
299107,6
299113,24
299137,10
299147,24
299171,8
299179,12
299191,6
299197,16
299213,26
299239,22
299261,20
299281,6
299287,24
299311,6
299317,12
299329,4
299333,24
299357,2
299359,4
299363,8
299371,18
299389,4
299393,8
299401,16
299417,2
299419,28
299447,24
299471,2
299473,4
299477,2
299479,22
299501,12
299513,8
299521,6
299527,12
299539,28
299567,2
299569,34
299603,14
299617,6
299623,30
299653,18
299671,10
299681,2
299683,16
299699,2
299701,10
299711,12
299723,8
299731,12
299743,6
299749,22
299771,6
299777,30
299807,36
299843,14
299857,4
299861,20
299881,10
299891,12
299903,6
299909,24
299933,8
299941,10
299951,18
299969,8
299977,6
299983,10
299993,14
300007,10
300017,6
300023,20
300043,30
300073,16
300089,20
300109,10
300119,18
300137,12
300149,2
300151,12
300163,24
300187,4
300191,2
300193,28
300221,8
300229,4
300233,6
300239,8
300247,30
300277,22
300299,2
300301,16
300317,2
300319,4
300323,8
300331,12
300343,4
300347,20
300367,30
300397,16
300413,14
300427,4
300431,8
300439,24
300463,18
300481,10
300491,2
300493,4
300497,2
300499,12
300511,46
300557,12
300569,12
300581,2
300583,6
300589,4
300593,30
300623,8
300631,16
300647,2
300649,12
300661,6
300667,6
300673,10
300683,8
300691,28
300719,2
300721,12
300733,6
300739,4
300743,6
300749,8
300757,4
300761,18
300779,8
300787,12
300799,10
300809,12
300821,2
300823,28
300851,6
300857,12
300869,8
300877,12
300889,4
300893,36
300929,2
300931,22
300953,8
300961,6
300967,6
300973,4
300977,20
300997,16
301013,14
301027,12
301039,12
301051,6
301057,16
301073,6
301079,44
301123,4
301127,14
301141,12
301153,6
301159,18
301177,4
301181,2
301183,28
301211,8
301219,18
301237,4
301241,2
301243,4
301247,20
301267,36
301303,16
301319,12
301331,2
301333,16
301349,12
301361,2
301363,18
301381,22
301403,6
301409,14
301423,6
301429,18
301447,12
301459,4
301463,8
301471,16
301487,2
301489,4
301493,8
301501,30
301531,46
301577,2
301579,4
301583,8
301591,10
301601,18
301619,8
301627,16
301643,6
301649,8
301657,12
301669,4
301673,8
301681,22
301703,8
301711,36
301747,4
301751,2
301753,6
301759,30
301789,4
301793,20
301813,18
301831,10
301841,2
301843,24
301867,10
301877,20
301897,4
301901,6
301907,6
301913,14
301927,6
301933,10
301943,6
301949,30
301979,12
301991,2
301993,4
301997,2
301999,10
302009,44
302053,58
302111,12
302123,20
302143,24
302167,4
302171,2
302173,16
302189,2
302191,22
302213,8
302221,6
302227,34
302261,12
302273,6
302279,8
302287,10
302297,2
302299,18
302317,12
302329,70
302399,12
302411,6
302417,12
302429,14
302443,16
302459,24
302483,24
302507,6
302513,38
302551,12
302563,4
302567,6
302573,6
302579,2
302581,6
302587,6
302593,4
302597,12
302609,20
302629,18
302647,16
302663,18
302681,30
302711,12
302723,24
302747,12
302759,8
302767,12
302779,12
302791,10
302801,30
302831,2
302833,4
302837,6
302843,8
302851,6
302857,16
302873,18
302891,12
302903,6
302909,12
302921,6
302927,14
