x,y
25541,20
25561,16
25577,2
25579,4
25583,6
25589,12
25601,2
25603,6
25609,12
25621,12
25633,6
25639,4
25643,14
25657,10
25667,6
25673,6
25679,14
25693,10
25703,14
25717,16
25733,8
25741,6
25747,12
25759,4
25763,8
25771,22
25793,6
25799,2
25801,18
25819,22
25841,6
25847,2
25849,18
25867,6
25873,16
25889,14
25903,10
25913,6
25919,12
25931,2
25933,6
25939,4
25943,8
25951,18
25969,12
25981,16
25997,2
25999,4
26003,14
26017,4
26021,8
26029,12
26041,12
26053,30
26083,16
26099,8
26107,4
26111,2
26113,6
26119,22
26141,12
26153,8
26161,10
26171,6
26177,6
26183,6
26189,14
26203,6
26209,18
26227,10
26237,12
26249,2
26251,10
26261,2
26263,4
26267,26
26293,4
26297,12
26309,8
26317,4
26321,18
26339,8
26347,10
26357,14
26371,16
26387,6
26393,6
26399,8
26407,10
26417,6
26423,8
26431,6
26437,12
26449,10
26459,20
26479,10
26489,8
26497,4
26501,12
26513,26
26539,18
26557,4
26561,12
26573,18
26591,6
26597,30
26627,6
26633,8
26641,6
26647,22
26669,12
26681,2
26683,4
26687,6
26693,6
26699,2
26701,10
26711,2
26713,4
26717,6
26723,6
26729,2
26731,6
26737,22
26759,18
26777,6
26783,18
26801,12
26813,8
26821,12
26833,6
26839,10
26849,12
26861,2
26863,16
26879,2
26881,10
26891,2
26893,10
26903,18
26921,6
26927,20
26947,4
26951,2
26953,6
26959,22
26981,6
26987,6
26993,18
27011,6
27017,14
27031,12
27043,16
27059,2
27061,6
27067,6
27073,4
27077,14
27091,12
27103,4
27107,2
27109,18
27127,16
27143,36
27179,12
27191,6
27197,14
27211,28
27239,2
27241,12
27253,6
27259,12
27271,6
27277,4
27281,2
27283,16
27299,30
27329,8
27337,24
27361,6
27367,30
27397,10
27407,2
27409,18
27427,4
27431,6
27437,12
27449,8
27457,22
27479,2
27481,6
27487,22
27509,18
27527,2
27529,10
27539,2
27541,10
27551,30
27581,2
27583,28
27611,6
27617,14
27631,16
27647,6
27653,20
27673,16
27689,2
27691,6
27697,4
27701,32
27733,4
27737,2
27739,4
27743,6
27749,2
27751,12
27763,4
27767,6
27773,6
27779,12
27791,2
27793,6
27799,4
27803,6
27809,8
27817,6
27823,4
27827,20
27847,4
27851,32
27883,10
27893,8
27901,16
27917,2
27919,22
27941,2
27943,4
27947,6
27953,8
27961,6
27967,16
27983,14
27997,4
28001,18
28019,8
28027,4
28031,20
28051,6
28057,12
28069,12
28081,6
28087,10
28097,2
28099,10
28109,2
28111,12
28123,28
28151,12
28163,18
28181,2
28183,18
28201,10
28211,8
28219,10
28229,48
28277,2
28279,4
28283,6
28289,8
28297,10
28307,2
28309,10
28319,30
28349,2
28351,36
28387,6
28393,10
28403,6
28409,2
28411,18
28429,4
28433,6
28439,8
28447,16
28463,14
28477,16
28493,6
28499,14
28513,4
28517,20
28537,4
28541,6
28547,2
28549,10
28559,12
28571,2
28573,6
28579,12
28591,6
28597,6
28603,4
28607,12
28619,2
28621,6
28627,4
28631,12
28643,6
28649,8
28657,4
28661,2
28663,6
28669,18
28687,10
28697,6
28703,8
28711,12
28723,6
28729,22
28751,2
28753,6
28759,12
28771,18
28789,4
28793,14
28807,6
28813,4
28817,20
28837,6
28843,16
28859,8
28867,4
28871,8
28879,22
28901,8
28909,12
28921,6
28927,6
28933,16
28949,12
28961,18
28979,30
29009,8
29017,4
29021,2
29023,4
29027,6
29033,26
29059,4
29063,14
29077,24
29101,22
29123,6
29129,2
29131,6
29137,10
29147,6
29153,14
29167,6
29173,6
29179,12
29191,10
29201,6
29207,2
29209,12
29221,10
29231,12
29243,8
29251,18
29269,18
29287,10
29297,6
29303,8
29311,16
29327,6
29333,6
29339,8
29347,16
29363,20
29383,4
29387,2
29389,10
29399,2
29401,10
29411,12
29423,6
29429,8
29437,6
29443,10
29453,20
29473,10
29483,18
29501,26
29527,4
29531,6
29537,30
29567,2
29569,4
29573,8
29581,6
29587,12
29599,12
29611,18
29629,4
29633,8
29641,22
29663,6
29669,2
29671,12
29683,34
29717,6
29723,18
29741,12
29753,6
29759,2
29761,28
29789,14
29803,16
29819,14
29833,4
29837,14
29851,12
29863,4
29867,6
29873,6
29879,2
29881,36
29917,4
29921,6
29927,20
29947,12
29959,24
29983,6
29989,22
30011,2
30013,16
30029,18
30047,12
30059,12
30071,18
30089,2
30091,6
30097,6
30103,6
30109,4
30113,6
30119,14
30133,4
30137,2
30139,22
30161,8
30169,12
30181,6
30187,10
30197,6
30203,8
30211,12
30223,18
30241,12
30253,6
30259,10
30269,2
30271,22
30293,14
30307,6
30313,6
30319,4
30323,18
30341,6
30347,20
30367,22
30389,2
30391,12
30403,24
30427,4
30431,18
30449,18
30467,2
30469,22
30491,2
30493,4
30497,12
30509,8
30517,12
30529,10
30539,14
30553,4
30557,2
30559,18
30577,16
30593,38
30631,6
30637,6
30643,6
30649,12
30661,10
30671,6
30677,12
30689,8
30697,6
30703,4
30707,6
30713,14
30727,30
30757,6
30763,10
30773,8
30781,22
30803,6
30809,8
30817,12
30829,10
30839,2
30841,10
30851,2
30853,6
30859,10
30869,2
30871,10
30881,12
30893,18
30911,20
30931,6
30937,4
30941,8
30949,22
30971,6
30977,6
30983,30
31013,6
31019,14
31033,6
31039,12
31051,12
31063,6
31069,10
31079,2
31081,10
31091,30
31121,2
31123,16
31139,8
31147,4
31151,2
31153,6
31159,18
31177,4
31181,2
31183,6
31189,4
31193,26
31219,4
31223,8
31231,6
31237,10
31247,2
31249,4
31253,6
31259,8
31267,4
31271,6
31277,30
31307,12
31319,2
31321,6
31327,6
31333,4
31337,20
31357,22
31379,8
31387,4
31391,2
31393,4
31397,72
31469,8
31477,4
31481,8
31489,22
31511,2
31513,4
31517,14
31531,10
31541,2
31543,4
31547,20
31567,6
31573,10
31583,18
31601,6
31607,20
31627,16
31643,6
31649,8
31657,6
31663,4
31667,20
31687,12
31699,22
31721,2
31723,4
31727,2
31729,12
31741,10
31751,18
31769,2
31771,22
31793,6
31799,18
31817,30
31847,2
31849,10
31859,14
31873,10
31883,8
31891,16
31907,50
31957,6
31963,10
31973,8
31981,10
31991,12
32003,6
32009,18
32027,2
32029,22
32051,6
32057,2
32059,4
32063,6
32069,8
32077,6
32083,6
32089,10
32099,18
32117,2
32119,22
32141,2
32143,16
32159,14
32173,10
32183,6
32189,2
32191,12
32203,10
32213,20
32233,4
32237,14
32251,6
32257,4
32261,36
32297,2
32299,4
32303,6
32309,12
32321,2
32323,4
32327,14
32341,12
32353,6
32359,4
32363,6
32369,2
32371,6
32377,4
32381,20
32401,10
32411,2
32413,10
32423,6
32429,12
32441,2
32443,24
32467,12
32479,12
32491,6
32497,6
32503,4
32507,24
32531,2
32533,4
32537,24
32561,2
32563,6
32569,4
32573,6
32579,8
32587,16
32603,6
32609,2
32611,10
32621,12
32633,14
32647,6
32653,34
32687,6
32693,14
32707,6
32713,4
32717,2
32719,30
32749,22
32771,8
32779,4
32783,6
32789,8
32797,4
32801,2
32803,28
32831,2
32833,6
32839,4
32843,26
32869,18
32887,22
32909,2
32911,6
32917,16
32933,6
32939,2
32941,16
32957,12
32969,2
32971,12
32983,4
32987,6
32993,6
32999,14
33013,10
33023,6
33029,8
33037,12
33049,4
33053,18
33071,2
33073,10
33083,8
33091,16
33107,6
33113,6
33119,30
33149,2
33151,10
33161,18
33179,2
33181,10
33191,8
33199,4
33203,8
33211,12
33223,24
33247,40
33287,2
33289,12
33301,10
33311,6
33317,12
33329,2
33331,12
33343,4
33347,2
33349,4
33353,6
33359,18
33377,14
33391,12
33403,6
33409,4
33413,14
33427,30
33457,4
33461,8
33469,10
33479,8
33487,6
33493,10
33503,18
33521,8
33529,4
33533,14
33547,16
33563,6
33569,8
33577,4
33581,6
33587,2
33589,10
33599,2
33601,12
33613,4
33617,2
33619,4
33623,6
33629,8
33637,4
33641,6
33647,32
33679,24
33703,10
33713,8
33721,18
33739,10
33749,2
33751,6
33757,10
33767,2
33769,4
33773,18
33791,6
33797,12
33809,2
33811,16
33827,2
33829,22
33851,6
33857,6
33863,8
33871,18
33889,4
33893,18
33911,12
33923,8
33931,6
33937,4
33941,20
33961,6
33967,30
33997,22
34019,12
34031,2
34033,6
34039,18
34057,4
34061,62
34123,4
34127,2
34129,12
34141,6
34147,10
34157,2
34159,12
34171,12
34183,28
34211,2
34213,4
34217,14
34231,22
34253,6
34259,2
34261,6
34267,6
34273,10
34283,14
34297,4
34301,2
34303,10
34313,6
34319,8
34327,10
34337,14
34351,10
34361,6
34367,2
34369,12
34381,22
34403,18
34421,8
34429,10
34439,18
34457,12
34469,2
34471,12
34483,4
34487,12
34499,2
34501,10
34511,2
34513,6
34519,18
34537,6
34543,6
34549,34
34583,6
34589,2
34591,12
34603,4
34607,6
34613,18
34631,18
34649,2
34651,16
34667,6
34673,6
34679,8
34687,6
34693,10
34703,18
34721,8
34729,10
34739,8
34747,10
34757,2
34759,4
34763,18
34781,26
34807,12
34819,22
34841,2
34843,4
34847,2
34849,22
34871,6
34877,6
34883,14
34897,16
34913,6
34919,20
34939,10
34949,12
34961,2
34963,18
34981,42
35023,4
35027,24
35051,2
35053,6
35059,10
35069,12
35081,2
35083,6
35089,10
35099,8
35107,4
35111,6
35117,12
35129,12
35141,8
35149,4
35153,6
35159,12
35171,30
35201,20
35221,6
35227,24
35251,6
35257,10
35267,12
35279,2
35281,10
35291,20
35311,6
35317,6
35323,4
35327,12
35339,14
35353,10
35363,18
35381,12
35393,8
35401,6
35407,12
35419,4
35423,14
35437,10
35447,2
35449,12
35461,30
35491,16
35507,2
35509,12
35521,6
35527,4
35531,2
35533,4
35537,6
35543,26
35569,4
35573,18
35591,2
35593,4
35597,6
35603,14
35617,54
35671,6
35677,52
35729,2
35731,16
35747,6
35753,6
35759,12
35771,26
35797,4
35801,2
35803,6
35809,22
35831,6
35837,2
35839,12
35851,12
35863,6
35869,10
35879,18
35897,2
35899,12
35911,12
35923,10
35933,18
35951,12
35963,6
35969,8
35977,6
35983,10
35993,6
35999,8
36007,4
36011,2
36013,4
36017,20
36037,24
36061,6
36067,6
36073,10
36083,14
36097,10
36107,2
36109,22
36131,6
36137,14
36151,10
36161,26
36187,4
36191,18
36209,8
36217,12
36229,12
36241,10
36251,12
36263,6
36269,8
36277,16
36293,6
36299,8
36307,6
36313,6
36319,22
36341,2
36343,10
36353,20
36373,10
36383,6
36389,44
36433,18
36451,6
36457,10
36467,2
36469,4
36473,6
36479,14
36493,4
36497,26
36523,4
36527,2
36529,12
36541,10
36551,8
36559,4
36563,8
36571,12
36583,4
36587,12
36599,8
36607,22
36629,8
36637,6
36643,10
36653,18
36671,6
36677,6
36683,8
36691,6
36697,12
36709,4
36713,8
36721,18
36739,10
36749,12
36761,6
36767,12
36779,2
36781,6
36787,4
36791,2
36793,16
36809,12
36821,12
36833,14
36847,10
36857,14
36871,6
36877,10
36887,12
36899,2
36901,12
36913,6
36919,4
36923,6
36929,2
36931,12
36943,4
36947,26
36973,6
36979,18
36997,6
37003,10
37013,6
37019,2
37021,18
37039,10
37049,8
37057,4
37061,26
37087,10
37097,20
37117,6
37123,16
37139,20
37159,12
37171,10
37181,8
37189,10
37199,2
37201,16
37217,6
37223,20
37243,10
37253,20
37273,4
37277,30
37307,2
37309,4
37313,8
37321,16
37337,2
37339,18
37357,4
37361,2
37363,6
37369,10
37379,18
37397,12
37409,14
37423,18
37441,6
37447,16
37463,20
37483,6
37489,4
37493,8
37501,6
37507,4
37511,6
37517,12
37529,8
37537,10
37547,2
37549,12
37561,6
37567,4
37571,2
37573,6
37579,10
37589,2
37591,16
37607,12
37619,14
37633,10
37643,6
37649,8
37657,6
37663,28
37691,2
37693,6
37699,18
37717,30
37747,34
37781,2
37783,16
37799,12
37811,2
37813,18
37831,16
37847,6
37853,8
37861,10
37871,8
37879,10
37889,8
37897,10
37907,44
37951,6
37957,6
37963,4
37967,20
37987,4
37991,2
37993,4
37997,14
38011,28
38039,8
38047,6
38053,16
38069,14
38083,30
38113,6
38119,30
38149,4
38153,14
38167,10
38177,6
38183,6
38189,8
38197,4
38201,18
38219,12
38231,6
38237,2
38239,22
38261,12
38273,8
38281,6
38287,12
38299,4
38303,14
38317,4
38321,6
38327,2
38329,4
38333,18
38351,20
38371,6
38377,16
38393,38
38431,16
38447,2
38449,4
38453,6
38459,2
38461,40
38501,42
38543,14
38557,4
38561,6
38567,2
38569,24
38593,10
38603,6
38609,2
38611,18
38629,10
38639,12
38651,2
38653,16
38669,2
38671,6
38677,16
38693,6
38699,8
38707,4
38711,2
38713,10
38723,6
38729,8
38737,10
38747,2
38749,18
38767,16
38783,8
38791,12
38803,18
38821,12
38833,6
38839,12
38851,10
38861,6
38867,6
38873,18
38891,12
38903,14
38917,4
38921,2
38923,10
38933,20
38953,6
38959,12
38971,6
38977,16
38993,26
39019,4
39023,18
39041,2
39043,4
39047,32
39079,10
39089,8
39097,6
39103,4
39107,6
39113,6
39119,14
39133,6
39139,18
39157,4
39161,2
39163,18
39181,10
39191,8
39199,10
39209,8
39217,10
39227,2
39229,4
39233,6
39239,2
39241,10
39251,42
39293,8
39301,12
39313,4
39317,6
39323,18
39341,2
39343,16
39359,8
39367,4
39371,2
39373,10
39383,14
39397,12
39409,10
39419,20
39439,4
39443,8
39451,10
39461,38
39499,4
39503,6
39509,2
39511,10
39521,20
39541,10
39551,12
39563,6
39569,12
39581,26
39607,12
39619,4
39623,8
39631,28
39659,8
39667,4
39671,8
39679,24
39703,6
39709,10
39719,8
39727,6
39733,16
39749,12
39761,8
39769,10
39779,12
39791,8
39799,22
39821,6
39827,2
39829,10
39839,2
39841,6
39847,10
39857,6
39863,6
39869,8
39877,6
39883,4
39887,14
39901,28
39929,8
39937,16
39953,18
39971,8
39979,4
39983,6
39989,20
40009,4
40013,18
40031,6
40037,2
40039,24
40063,24
40087,6
40093,6
40099,12
40111,12
40123,4
40127,2
40129,22
40151,2
40153,10
40163,6
40169,8
40177,12
40189,4
40193,20
40213,18
40231,6
40237,4
40241,12
40253,24
40277,6
40283,6
40289,54
40343,8
40351,6
40357,4
40361,26
40387,36
40423,4
40427,2
40429,4
40433,26
40459,12
40471,12
40483,4
40487,6
40493,6
40499,8
40507,12
40519,10
40529,2
40531,12
40543,16
40559,18
40577,6
40583,8
40591,6
40597,12
40609,18
40627,10
40637,2
40639,54
40693,4
40697,2
40699,10
40709,30
40739,12
40751,8
40759,4
40763,8
40771,16
40787,14
40801,12
40813,6
40819,4
40823,6
40829,12
40841,6
40847,2
40849,4
40853,14
40867,12
40879,4
40883,14
40897,6
40903,24
40927,6
40933,6
40939,10
40949,12
40961,12
40973,20
40993,18
41011,6
41017,6
41023,16
41039,8
41047,4
41051,6
41057,20
41077,4
41081,32
41113,4
41117,14
41131,10
41141,2
41143,6
41149,12
41161,16
41177,2
41179,4
41183,6
41189,12
41201,2
41203,10
41213,8
41221,6
41227,4
41231,2
41233,10
41243,14
41257,6
41263,6
41269,12
41281,18
41299,34
41333,8
41341,10
41351,6
41357,24
41381,6
41387,2
41389,10
41399,12
41411,2
41413,30
41443,10
41453,14
41467,12
41479,12
41491,16
41507,6
41513,6
41519,2
41521,18
41539,4
41543,6
41549,30
41579,14
41593,4
41597,6
41603,6
41609,2
41611,6
41617,4
41621,6
41627,14
41641,6
41647,4
41651,8
41659,10
41669,12
41681,6
41687,32
41719,10
41729,8
41737,22
41759,2
41761,10
41771,6
41777,24
41801,8
41809,4
41813,30
41843,6
41849,2
41851,12
41863,16
41879,8
41887,6
41893,4
41897,6
41903,8
41911,16
41927,14
41941,6
41947,6
41953,4
41957,2
41959,10
41969,12
41981,2
41983,16
41999,14
42013,4
42017,2
42019,4
42023,20
42043,18
42061,10
42071,2
42073,10
42083,6
42089,12
42101,30
42131,8
42139,18
42157,12
42169,10
42179,2
42181,6
42187,6
42193,4
42197,12
42209,12
42221,2
42223,4
42227,12
42239,18
42257,24
42281,2
42283,10
42293,6
42299,8
42307,16
42323,8
42331,6
42337,12
42349,10
42359,14
42373,6
42379,12
42391,6
42397,6
42403,4
42407,2
42409,24
42433,4
42437,6
42443,8
42451,6
42457,4
42461,2
42463,4
42467,6
42473,14
42487,4
42491,8
42499,10
42509,24
42533,24
42557,12
42569,2
42571,6
42577,12
42589,22
42611,30
42641,2
42643,6
42649,18
42667,10
42677,6
42683,6
42689,8
42697,4
42701,2
42703,6
42709,10
42719,8
42727,10
42737,6
42743,8
42751,16
42767,6
42773,14
42787,6
42793,4
42797,24
42821,8
42829,10
42839,2
42841,12
42853,6
42859,4
42863,36
42899,2
42901,22
42923,6
42929,8
42937,6
42943,10
42953,8
42961,6
42967,12
42979,10
42989,14
43003,10
43013,6
43019,18
43037,12
43049,2
43051,12
43063,4
43067,26
43093,10
43103,14
43117,16
43133,18
43151,8
43159,18
43177,12
43189,12
43201,6
43207,16
43223,14
43237,24
43261,10
43271,12
43283,8
43291,22
43313,6
43319,2
43321,10
43331,60
43391,6
43397,2
43399,4
43403,8
43411,16
43427,14
43441,10
43451,6
43457,24
43481,6
43487,12
43499,18
43517,24
43541,2
43543,30
43573,4
43577,2
43579,12
43591,6
43597,10
43607,2
43609,4
43613,14
43627,6
43633,16
43649,2
43651,10
43661,8
43669,22
43691,20
43711,6
43717,4
43721,32
43753,6
43759,18
43777,4
43781,2
43783,4
43787,2
43789,4
43793,8
43801,52
43853,14
43867,22
43889,2
43891,22
43913,20
43933,10
43943,8
43951,10
43961,2
43963,6
43969,4
43973,14
43987,4
43991,6
43997,20
44017,4
44021,6
44027,2
44029,12
44041,12
44053,6
44059,12
44071,16
44087,2
44089,12
44101,10
44111,8
44119,4
44123,6
44129,2
44131,28
44159,12
44171,8
44179,10
44189,12
44201,2
44203,4
44207,14
44221,28
44249,8
44257,6
44263,4
44267,2
44269,4
44273,6
44279,2
44281,12
44293,58
44351,6
44357,14
44371,10
44381,2
44383,6
44389,28
44417,32
44449,4
44453,30
44483,8
44491,6
44497,4
44501,6
44507,12
44519,12
44531,2
44533,4
44537,6
44543,6
44549,14
44563,16
44579,8
44587,30
44617,4
44621,2
44623,10
44633,8
44641,6
44647,4
44651,6
44657,26
44683,4
44687,12
44699,2
44701,10
44711,18
44729,12
44741,12
44753,18
44771,2
44773,4
44777,12
44789,8
44797,12
44809,10
44819,20
44839,4
44843,8
44851,16
44867,12
44879,8
44887,6
44893,16
44909,8
44917,10
44927,12
44939,14
44953,6
44959,4
44963,8
44971,12
44983,4
44987,20
45007,6
45013,40
45053,8
45061,16
45077,6
45083,36
45119,2
45121,6
45127,4
45131,6
45137,2
45139,22
45161,18
45179,2
45181,10
45191,6
45197,36
45233,14
45247,12
45259,4
45263,18
45281,8
45289,4
45293,14
45307,10
45317,2
45319,10
45329,8
45337,4
45341,2
45343,18
45361,16
45377,12
45389,14
45403,10
45413,14
45427,6
45433,6
45439,42
45481,10
45491,6
45497,6
45503,20
45523,10
45533,8
45541,12
45553,4
45557,12
45569,18
45587,2
45589,10
45599,14
45613,18
45631,10
45641,18
45659,8
45667,6
45673,4
45677,14
45691,6
45697,10
45707,30
45737,14
45751,6
45757,6
45763,4
45767,12
45779,38
45817,4
45821,2
45823,4
45827,6
45833,8
45841,12
45853,10
45863,6
45869,18
45887,6
45893,50
45943,6
45949,4
45953,6
45959,12
45971,8
45979,10
45989,32
46021,6
46027,22
46049,2
46051,10
46061,12
46073,18
46091,2
46093,6
46099,4
46103,30
46133,8
46141,6
46147,6
46153,18
46171,10
46181,2
46183,4
46187,12
46199,20
46219,10
46229,8
46237,24
46261,10
46271,2
46273,6
46279,22
46301,6
46307,2
46309,18
46327,10
46337,12
46349,2
46351,30
46381,18
46399,12
46411,28
46439,2
46441,6
46447,4
46451,6
46457,14
46471,6
46477,12
46489,10
46499,8
46507,4
46511,12
46523,26
46549,10
46559,8
46567,6
46573,16
46589,2
46591,10
46601,18
46619,14
46633,6
46639,4
46643,6
46649,14
46663,16
46679,2
46681,6
46687,4
46691,12
46703,20
46723,4
46727,20
46747,4
46751,6
46757,12
46769,2
46771,36
46807,4
46811,6
46817,2
46819,10
46829,2
46831,22
46853,8
46861,6
46867,10
46877,12
46889,12
46901,18
46919,14
46933,24
46957,36
46993,4
46997,20
47017,24
47041,10
47051,6
47057,2
47059,28
47087,6
47093,18
47111,8
47119,4
47123,6
47129,8
47137,6
47143,4
47147,2
47149,12
47161,28
47189,18
47207,14
47221,16
47237,14
47251,18
47269,10
47279,8
47287,6
47293,4
47297,6
47303,6
47309,8
47317,22
47339,12
47351,2
47353,10
47363,18
47381,6
47387,2
47389,18
47407,10
47417,2
47419,12
47431,10
47441,18
47459,32
47491,6
47497,4
47501,6
47507,6
47513,8
47521,6
47527,6
47533,10
47543,20
47563,6
47569,12
47581,10
47591,8
47599,10
47609,14
47623,6
47629,10
47639,14
47653,4
47657,2
47659,22
47681,18
47699,2
47701,10
47711,2
47713,4
47717,20
47737,4
47741,2
47743,34
47777,2
47779,12
47791,6
47797,10
47807,2
47809,10
47819,18
47837,6
47843,14
47857,12
47869,12
47881,22
47903,8
47911,6
47917,16
47933,6
47939,8
47947,4
47951,12
47963,6
47969,8
47977,4
47981,36
48017,6
48023,6
48029,20
48049,24
48073,6
48079,12
48091,18
48109,10
48119,2
48121,10
48131,26
48157,6
48163,16
48179,8
48187,6
48193,4
48197,24
48221,18
48239,8
48247,12
48259,12
48271,10
48281,18
48299,12
48311,2
48313,24
48337,4
48341,12
48353,18
48371,12
48383,14
48397,10
48407,2
48409,4
48413,24
48437,12
48449,14
48463,10
48473,6
48479,2
48481,6
48487,4
48491,6
48497,26
48523,4
48527,6
48533,6
48539,2
48541,22
48563,8
48571,18
48589,4
48593,18
48611,8
48619,4
48623,24
48647,2
48649,12
48661,12
48673,4
48677,2
48679,52
48731,2
48733,18
48751,6
48757,4
48761,6
48767,12
48779,2
48781,6
48787,12
48799,10
48809,8
48817,4
48821,2
48823,24
48847,10
48857,2
48859,10
48869,2
48871,12
48883,6
48889,18
48907,40
48947,6
48953,20
48973,16
48989,2
48991,12
49003,6
49009,10
49019,12
49031,2
49033,4
49037,6
49043,14
49057,12
49069,12
49081,22
49103,6
49109,8
49117,4
49121,2
49123,16
49139,18
49157,12
49169,2
49171,6
49177,16
49193,6
49199,2
49201,6
49207,4
49211,12
49223,30
49253,8
49261,16
49277,2
49279,18
49297,10
49307,24
49331,2
49333,6
49339,24
49363,4
49367,2
49369,22
49391,2
49393,16
49409,2
49411,6
49417,12
49429,4
49433,18
49451,8
49459,4
49463,14
49477,4
49481,18
49499,24
49523,6
49529,2
49531,6
49537,10
49547,2
49549,10
49559,38
49597,6
49603,10
49613,14
49627,6
49633,6
49639,24
49663,4
49667,2
49669,12
49681,16
49697,14
49711,16
49727,12
49739,2
49741,6
49747,10
49757,26
49783,4
49787,2
49789,12
49801,6
49807,4
49811,12
49823,8
49831,12
49843,10
49853,18
49871,6
49877,14
49891,28
49919,2
49921,6
49927,10
49937,2
49939,4
49943,14
49957,34
49991,2
49993,6
49999,22
50021,2
50023,10
50033,14
50047,4
50051,2
50053,16
50069,8
50077,10
50087,6
50093,8
50101,10
50111,8
50119,4
50123,6
50129,2
50131,16
50147,6
50153,6
50159,18
50177,30
50207,14
50221,6
50227,4
50231,30
50261,2
50263,10
50273,14
50287,4
50291,20
50311,10
50321,8
50329,4
50333,8
50341,18
50359,4
50363,14
50377,6
50383,4
50387,24
50411,6
50417,6
50423,18
50441,18
50459,2
50461,36
50497,6
50503,10
50513,14
50527,12
50539,4
50543,6
50549,2
50551,30
50581,6
50587,4
50591,2
50593,6
50599,28
50627,20
50647,4
50651,20
50671,12
50683,24
50707,16
50723,18
50741,12
50753,14
50767,6
50773,4
50777,12
50789,32
50821,12
50833,6
50839,10
50849,8
50857,10
50867,6
50873,18
50891,2
50893,16
50909,14
50923,6
50929,22
50951,6
50957,12
50969,2
50971,18
50989,4
50993,8
51001,30
51031,12
51043,4
51047,12
51059,2
51061,10
51071,38
51109,22
51131,2
51133,4
51137,14
51151,6
51157,12
51169,24
51193,4
51197,2
51199,4
51203,14
51217,12
51229,10
51239,2
51241,16
51257,6
51263,20
51283,4
51287,20
51307,22
51329,12
51341,2
51343,4
51347,2
51349,12
51361,22
51383,24
51407,6
51413,6
51419,2
51421,6
51427,4
51431,6
51437,2
51439,10
51449,12
51461,12
51473,6
51479,2
51481,6
51487,16
51503,8
51511,6
51517,4
51521,18
51539,12
51551,12
51563,14
51577,4
51581,12
51593,6
51599,8
51607,6
51613,18
51631,6
51637,10
51647,12
51659,14
51673,6
51679,4
51683,8
51691,22
51713,6
51719,2
51721,28
51749,18
51767,2
51769,18
51787,10
51797,6
51803,14
51817,10
51827,2
51829,10
51839,14
51853,6
51859,10
51869,2
51871,22
51893,6
51899,8
51907,6
51913,16
51929,12
51941,8
51949,22
51971,2
51973,4
51977,14
51991,18
52009,12
52021,6
52027,24
52051,6
52057,10
52067,2
52069,12
52081,22
52103,18
52121,6
52127,20
52147,6
52153,10
52163,14
52177,4
52181,2
52183,6
52189,12
52201,22
52223,14
52237,12
52249,4
52253,6
52259,8
52267,22
52289,2
52291,10
52301,12
52313,8
52321,40
52361,2
52363,6
52369,10
52379,8
52387,4
52391,42
52433,20
52453,4
52457,32
52489,12
52501,10
52511,6
52517,12
52529,12
52541,2
52543,10
52553,8
52561,6
52567,4
52571,8
52579,4
52583,26
52609,18
52627,4
52631,8
52639,28
52667,6
52673,18
52691,6
52697,12
52709,2
52711,10
52721,6
52727,6
52733,14
52747,10
52757,12
52769,14
52783,24
52807,6
52813,4
52817,20
52837,22
52859,2
52861,18
52879,4
52883,6
52889,12
52901,2
52903,16
52919,18
52937,14
52951,6
52957,6
52963,4
52967,6
52973,8
52981,18
52999,4
53003,14
53017,30
53047,4
53051,18
53069,8
53077,10
53087,2
53089,4
53093,8
53101,12
53113,4
53117,12
53129,18
53147,2
53149,12
53161,10
53171,2
53173,16
53189,8
53197,4
53201,30
53231,2
53233,6
53239,28
53267,2
53269,10
53279,2
53281,18
53299,10
53309,14
53323,4
53327,26
53353,6
53359,18
53377,4
53381,20
53401,6
53407,4
53411,8
53419,18
53437,4
53441,12
53453,26
53479,24
53503,4
53507,20
53527,22
53549,2
53551,18
53569,22
53591,2
53593,4
53597,12
53609,2
53611,6
53617,6
53623,6
53629,4
53633,6
53639,14
53653,4
53657,24
53681,12
53693,6
53699,18
53717,2
53719,12
53731,28
53759,14
53773,4
53777,6
53783,8
53791,22
53813,6
53819,12
53831,18
53849,8
53857,4
53861,20
53881,6
53887,4
53891,6
53897,2
53899,18
53917,6
53923,4
53927,12
53939,12
53951,8
53959,28
53987,6
53993,8
54001,10
54011,2
